"","c1","c2","m1","m2"
"LOC100285543",333,50,27,94
"LOC103644518",0,0,0,0
"LOC100382193",71,114,127,217
"LOC100273765",184,88,87,373
"LOC100279836",493,359,877,384
"LOC542520",3430,2462,1272,1587
"LOC100381815",918,703,825,1135
"LOC103632918",733,379,674,951
"LOC103644520",97,60,56,104
"LOC541636",642,518,403,742
"LOC103632944",26,0,1,0
"LOC100217143",1566,982,1831,788
"LOC111590706",0,0,0,0
"LOC100191641",72,96,93,206
"LOC118473500",0,0,10,0
"LOC118473501",0,0,0,0
"LOC103632972",0,0,0,0
"LOC103632985",822,1270,1497,2027
"LOC100272290",212,439,1075,214
"LOC100276478",0,0,0,0
"LOC103633005",20,19,36,35
"LOC111590585",0,0,0,0
"LOC100217071",2,16,62,43
"LOC103633038",0,0,0,0
"LOC103633048",0,1,11,0
"LOC100382195",707,453,514,1139
"LOC103633057",902,473,639,729
"aos2",1,5,7,0
"LOC109942998",0,0,0,0
"LOC100281512",39,34,24,16
"LOC103633066",472,350,390,745
"LOC111590799",0,0,0,0
"LOC103633076",13,0,0,5
"LOC103633091",0,6,25,19
"LOC100384784",0,0,1,2
"LOC100502176",933,287,512,1146
"LOC100281502",322,181,489,371
"LOC103633111",37,29,37,47
"LOC100501928",150,54,133,345
"LOC100381413",135,31,51,115
"LOC100275676",558,817,1365,1243
"LOC100274333",64,130,35,97
"TRNAG-GCC_1",0,0,0,0
"TRNAM-CAU_1",0,0,0,0
"LOC111590678",3,0,0,0
"LOC100281255",2746,281,955,4235
"LOC100193486",2010,2090,2004,596
"LOC103633148",1191,882,2203,992
"LOC100283999",565,341,293,286
"LOC109940843",14,0,31,21
"LOC100281043",427,126,167,93
"LOC103633171",0,0,0,0
"LOC100275133",0,0,0,0
"LOC103644524",10,8,0,0
"LOC100279272",104,326,284,76
"LOC103633186",0,0,0,0
"LOC100381573",34,13,22,0
"LOC103633216",0,0,0,0
"LOC109461481",144,108,180,662
"LOC103633206",0,0,0,0
"LOC100191562",34,32,30,31
"LOC109943023",0,0,0,0
"LOC103633223",0,0,0,0
"LOC100278274",15,7,24,11
"LOC100280934",229,471,451,87
"LOC100193668",0,0,2,0
"LOC100279780",942,407,602,1199
"LOC118473502",0,0,0,0
"LOC100193505",1,4,8,0
"LOC100191713",86,368,724,566
"LOC103633237",1590,773,1314,2104
"LOC100278281",12,12,19,106
"LOC103644532",0,0,0,0
"LOC100381541",387,428,441,760
"LOC103633247",308,153,230,387
"LOC103633261",859,342,656,1002
"LOC103633271",0,0,1,1
"LOC100192603",7,93,44,0
"LOC100280077",1228,22,92,889
"LOC103633279",113,166,246,319
"LOC100216898",240,318,333,322
"LOC103633295",288,76,202,517
"LOC100277598",0,0,0,0
"LOC100275769",7,8,65,0
"LOC100273613",116,47,51,150
"LOC100282600",865,331,351,1425
"LOC778439",884,555,570,1171
"LOC103633308",174,16,1,15
"LOC100277213",7,0,0,0
"LOC100280300",81,174,118,21
"LOC103633314",21,2,4,0
"LOC100280721",1,18,105,0
"LOC100284727",2027,325,325,125
"LOC100272649",4391,588,815,2045
"LOC100279246",328,170,396,268
"LOC103633351",843,757,1392,1242
"LOC100285677",566,336,566,239
"LOC100216655",394,176,263,464
"LOC542012",119,119,340,333
"LOC100286029",36,188,109,2
"LOC100191929",609,125,112,613
"LOC103633373",224,87,163,182
"LOC100192634",488,309,443,655
"LOC103633413",269,225,284,549
"LOC100282785",235,158,208,413
"LOC100192857",672,412,665,424
"LOC100384022",1138,1015,1066,1165
"LOC109939201",0,0,0,12
"LOC100194323",5,14,15,33
"LOC100275469",329,200,279,159
"LOC100382040",321,105,76,96
"LOC100381350",877,348,479,1224
"LOC103633452",0,1,3,0
"LOC103644539",0,0,0,0
"LOC100304319",0,2,0,2
"LOC100272940",1041,749,1149,2045
"LOC100274428",1643,1582,2448,3492
"LOC100272986",1,62,23,35
"LOC109943604",0,0,2,0
"LOC100283065",218,617,685,139
"LOC100193461",56,130,187,173
"LOC100284071",0,5,1,0
"LOC103633478",0,0,0,0
"LOC103633511",4,0,0,13
"LOC100283196",0,0,0,0
"LOC103633519",2925,4410,4928,1668
"LOC109943056",0,0,0,0
"LOC542576",37,16,4,323
"LOC103633537",308,563,1290,1782
"LOC100284235",0,0,5,0
"LOC103633547",0,0,0,0
"LOC118473505",0,0,0,0
"LOC103644542",0,0,0,0
"LOC103633550",661,3103,2737,785
"LOC100381506",3,0,0,0
"LOC100276477",0,0,0,0
"LOC100281862",94,119,143,180
"LOC100275622",56,85,112,131
"LOC118473506",0,17,4,14
"LOC103633560",337,531,427,35
"LOC100502331",1650,829,1312,1277
"LOC103633567",0,0,1,0
"LOC103633575",18,3,36,174
"LOC100277561",50,32,92,84
"LOC100282262",500,477,501,857
"LOC100273863",131,37,87,219
"LOC103633583",44,31,31,44
"LOC103633593",6,14,16,0
"LOC103633600",0,0,0,0
"LOC100277079",686,437,410,204
"LOC100282291",12,35,32,11
"LOC103633608",0,1,6,7
"LOC103644546",0,0,0,0
"LOC100281601",1453,1125,2676,5829
"LOC118473055",0,0,0,0
"LOC109943605",0,0,0,0
"LOC100381766",5380,4261,5590,7451
"LOC103633613",7,3,0,0
"LOC100857099",348,290,415,858
"LOC103633628",112,57,126,129
"LOC109943068",18,15,26,20
"LOC103633646",337,165,97,221
"LOC100193509",0,0,0,0
"LOC103633664",0,0,0,8
"LOC101060998",727,399,486,918
"LOC103633673",59,46,22,0
"LOC109940890",0,0,0,0
"LOC100282472",1269,278,259,788
"LOC100276586",2,85,23,0
"LOC100193378",106,28,56,155
"LOC103633684",0,0,0,0
"LOC103633703",15,1,21,0
"LOC100284065",240,183,167,88
"LOC100276114",3343,1342,2047,2965
"LOC109943088",72,45,26,19
"LOC100282199",1037,897,971,1265
"LOC103633736",0,0,0,0
"LOC103633744",191,130,201,181
"LOC109940901",21,12,25,79
"LOC100279948",558,331,298,202
"LOC118473513",0,0,2,0
"LOC100193492",4,9,26,15
"LOC103633754",1042,684,1018,1068
"LOC541622",65137,55909,51442,29692
"LOC103644552",0,0,0,0
"LOC103633768",43,1,7,0
"LOC103633779",30,1,1,0
"LOC100278628",404,448,677,408
"LOC100501537",1112,619,1594,1162
"LOC103633789",1,4,17,1
"LOC100193947",121,55,154,128
"LOC109940894",0,0,1,0
"LOC103633874",0,0,0,0
"LOC100284347",147,77,81,163
"LOC100272449",171,171,126,89
"LOC100272798",1101,161,234,1269
"LOC100277152",151,68,201,308
"LOC100382219",31,8,12,13
"LOC100283569",0,0,0,0
"LOC100283238",0,0,0,0
"LOC103633949",0,0,0,0
"LOC103633963",337,144,166,560
"LOC103633980",235,139,272,446
"LOC103634000",0,0,0,0
"LOC103644554",0,2,0,0
"LOC103644556",0,0,0,0
"LOC103634024",0,0,0,0
"LOC100281846",172,153,88,152
"LOC103644558",0,0,0,0
"LOC111590586",0,0,0,0
"LOC103644559",0,0,0,0
"LOC100282966",1049,545,553,1236
"LOC103634046",1079,640,460,427
"LOC100383753",310,283,560,1082
"LOC100383415",1,4,6,0
"LOC100283795",91,34,42,356
"LOC100272734",374,297,410,600
"LOC100193783",791,442,506,1159
"LOC103634063",0,0,0,0
"LOC103634069",0,0,0,0
"LOC103644561",0,0,0,0
"LOC103644562",0,0,0,0
"LOC111589746",0,0,0,0
"LOC100272557",37,8,46,58
"LOC103634084",0,11,13,0
"LOC103634077",0,0,0,0
"LOC103634103",9,0,0,0
"LOC109943606",9,0,1,0
"LOC103634112",0,5,11,4
"LOC100502457",351,107,141,317
"LOC100272589",503,285,540,898
"LOC100381899",42,16,6,64
"LOC100277047",327,184,109,239
"LOC100282337",366,262,309,669
"LOC100281182",413,522,633,385
"LOC100282886",644,642,628,159
"LOC100274231",895,1079,1417,827
"LOC606722",3433,1608,4773,14722
"LOC100194357",0,36,20,0
"LOC100273529",11,3,16,0
"LOC103634151",0,0,0,14
"LOC103634168",587,236,343,787
"LOC100282423",80,25,43,108
"LOC100285700",1726,322,542,1283
"LOC100283234",1919,5959,7488,3097
"LOC100383088",752,408,562,867
"LOC100274171",1757,862,987,2268
"LOC100277295",149,76,146,241
"LOC100275298",461,132,898,3141
"LOC100273272",325,382,625,740
"LOC100281283",219,129,193,475
"LOC100193745",82,54,88,79
"LOC100383381",115,87,61,104
"LOC100274593",1053,288,285,1259
"LOC103634230",41,20,8,26
"LOC103634220",1031,329,433,1519
"LOC100283374",220,198,222,398
"LOC100280440",312,806,556,320
"LOC100191552",8,1,3,141
"LOC100216767",5918,10964,15319,7420
"LOC100279315",119,161,103,141
"LOC100194401",345,132,255,534
"LOC100279838",10,7,0,0
"LOC103634267",1167,686,1389,3189
"LOC100283137",470,310,327,507
"LOC103634282",2312,1312,959,2635
"LOC100277520",361,240,185,247
"LOC100274383",153,431,356,243
"LOC100192073",835,1436,1203,471
"LOC100282692",644,556,925,1436
"LOC103634306",527,568,632,109
"LOC100286293",126,951,644,122
"LOC100304415",1560,988,1506,1635
"LOC542227",0,2,1,0
"LOC113664103",0,0,0,0
"LOC100274847",0,0,0,0
"LOC103634314",0,0,0,0
"LOC103634323",1,0,1,0
"LOC541717",1136,1718,1574,2781
"LOC100382028",160,152,281,486
"LOC100280408",6,1,8,13
"LOC100275241",0,0,1,38
"TRNAG-UCC",0,0,0,0
"LOC109943141",0,0,0,0
"LOC100216907",86,160,240,86
"LOC100286054",0,8,9,0
"LOC100193208",74,43,28,57
"LOC100191166",163,65,61,236
"LOC100382564",547,247,475,648
"LOC100217060",24,45,33,1
"LOC100193025",0,21,35,0
"LOC100273259",12617,14493,18568,5222
"LOC100216906",457,96,170,709
"LOC103644573",0,0,0,0
"LOC103634393",0,0,0,0
"LOC100285774",1244,886,919,1559
"LOC542534",6353,5840,7528,4197
"LOC109943608",60,18,29,9
"LOC100272530",37,1,7,43
"LOC100276087",352,224,529,624
"LOC100282988",569,465,683,482
"LOC103634426",0,0,0,0
"LOC111590587",0,0,0,0
"LOC107305680",29,8,95,253
"LOC100282120",782,493,452,487
"LOC100279582",5592,6853,7233,2334
"LOC114545230",0,0,0,0
"LOC103634455",0,0,0,0
"LOC109943609",0,13,0,6
"LOC100192516",1066,673,1235,1116
"LOC100502260",899,1260,1417,282
"LOC100501071",500,405,390,589
"LOC109943610",12,2,0,0
"LOC100281806",2275,2578,2093,548
"LOC100274229",459,196,187,613
"LOC111590636",0,0,0,0
"LOC103644578",0,0,0,0
"LOC103634463",0,0,0,0
"LOC103634464",0,0,0,0
"LOC100192898",64,35,32,96
"LOC103634466",37,22,32,9
"LOC100281384",3021,2768,9010,8252
"LOC100280456",0,1,0,0
"LOC100275414",4117,3272,2659,1157
"LOC100381585",142,41,47,63
"LOC107305682",1857,27,44,3262
"LOC100191862",291,188,241,453
"LOC109939248",344,330,304,201
"LOC109943611",0,38,19,2
"LOC100279524",496,313,447,742
"LOC103634469",1293,873,910,1838
"LOC100279211",488,293,598,696
"LOC100283990",204,110,229,351
"LOC100383335",1265,971,1532,1065
"LOC100272342",0,0,6,90
"LOC100278585",64,25,130,304
"LOC103634472",0,0,0,0
"LOC100282877",361,251,241,316
"LOC103634473",41,22,8,8
"LOC103634474",7882,9755,10636,9950
"LOC103644583",1223,607,816,988
"LOC100274313",533,428,452,590
"LOC109943612",0,0,0,0
"LOC100284567",0,3,3,15
"LOC100383704",856,1166,1142,610
"TRNAR-UCG",0,5,0,0
"LOC100281058",3694,3192,3285,2628
"LOC100383028",912,787,780,329
"LOC100275919",0,0,0,0
"LOC103634477",0,0,0,0
"LOC100192870",19,22,25,35
"LOC103634478",561,1042,1450,235
"LOC100192002",1831,1096,1877,1722
"LOC103634479",365,86,234,460
"LOC100285138",75,13,26,79
"LOC100272262",3077,2934,4738,3447
"LOC118473548",0,0,0,0
"LOC100277518",322,171,133,253
"LOC100281225",7,0,5,14
"LOC100282747",2779,917,1231,1730
"LOC542388",665,199,416,1213
"LOC103644585",0,0,0,0
"LOC100276530",286,152,178,282
"LOC103634480",31,39,53,74
"LOC100281305",643,220,299,676
"LOC109940963",0,0,0,0
"LOC103644589",0,0,0,0
"LOC103644586",0,0,0,0
"LOC103634483",596,350,438,849
"LOC103634484",0,0,0,0
"LOC100274533",858,1151,1226,1360
"LOC100278941",1047,2088,2143,1927
"LOC100273699",63,22,48,163
"LOC100278698",214,160,179,451
"LOC100275370",226,78,137,130
"LOC100277770",111,115,59,61
"LOC100285887",5311,2320,2643,4320
"LOC103634485",8,11,34,8
"LOC100272353",1351,542,432,426
"LOC100281744",1201,1462,2023,1851
"LOC100191287",2888,3079,3573,1287
"LOC100191956",10,0,3,32
"LOC103634486",42,16,48,121
"LOC100276319",50,1,1,495
"LOC103634487",2083,711,386,330
"LOC100280810",0,1,0,71
"LOC100281273",484,1727,1084,57
"LOC606415",757,338,365,1139
"LOC118473558",0,0,0,0
"LOC109943614",0,0,0,0
"LOC100191424",328,457,561,410
"LOC100272393",470,139,255,619
"LOC100273322",622,215,511,770
"LOC100280333",134,103,107,324
"LOC542687",353,168,158,508
"LOC103634490",19,12,13,17
"LOC103634491",30,7,9,53
"LOC103644591",0,12,6,4
"LOC103634492",0,0,0,0
"LOC100381938",5,10,21,8
"LOC103644592",4627,8810,8467,3350
"LOC100273620",20,59,126,332
"LOC100283609",1542,1674,3208,3702
"LOC100191466",0,7,0,0
"LOC109940973",0,0,0,0
"LOC100274183",73,74,72,217
"LOC100303814",54,37,43,36
"LOC100384354",0,8,24,7
"LOC111590717",0,0,0,0
"LOC100192350",3671,44,41793,140726
"LOC109943615",23,0,35,192
"LOC103634496",5,98,64,0
"LOC100383423",2823,2882,2054,378
"LOC100191274",464,301,370,410
"LOC103634497",0,0,2,0
"LOC100193549",955,1308,1360,984
"LOC100382352",846,1200,1183,1416
"TRNAH-GUG",0,0,1,0
"LOC103634500",352,261,840,245
"LOC541919",80,174,206,83
"LOC103634502",0,2,0,23
"LOC100383863",5,0,0,0
"LOC101202702",15,1,0,9
"LOC103634503",759,216,374,766
"LOC103644596",1,0,0,0
"LOC103644597",0,0,0,0
"LOC103634506",2,11,42,24
"LOC103634507",28,79,162,35
"LOC100191492",127,685,667,53
"LOC103634508",41,25,44,36
"LOC103634509",559,297,316,456
"LOC100281731",13,13,18,29
"LOC100284511",519,305,201,450
"LOC100284100",0,1,0,0
"LOC103634510",8,2,3,12
"LOC100285234",127,25,60,130
"LOC100191953",659,130,125,576
"LOC103634511",64,3,0,0
"LOC103634512",0,0,0,0
"LOC100279728",1073,194,437,594
"LOC100502280",48,16,34,8
"LOC111590732",0,0,0,0
"LOC100284957",377,461,551,517
"LOC100283541",717,410,156,372
"LOC100193269",1288,447,1134,1348
"LOC100283964",294,557,547,413
"LOC103634513",0,0,0,0
"LOC118473056",0,0,0,0
"LOC103634514",661,628,522,280
"LOC103644602",0,0,5,0
"LOC103634515",0,0,0,0
"LOC100384795",0,0,0,0
"LOC100279407",0,0,0,0
"LOC103634518",0,0,0,0
"LOC103634519",0,1,3,0
"LOC100279843",1242,840,1124,1596
"LOC100277064",71,40,141,179
"LOC103634520",28,1,10,5
"LOC100383254",220,172,330,444
"LOC103634521",0,0,0,0
"LOC542246",3973,5288,3662,701
"LOC100281083",430,184,466,380
"LOC109617026",356,701,1184,801
"LOC103644603",0,0,0,0
"LOC113509067",91,50,5,65
"MIR164e",0,0,0,6
"LOC100283445",700,408,917,974
"LOC100285084",36,123,141,16
"LOC103634523",82,107,160,118
"LOC103634524",222,23,66,135
"LOC100192117",85,299,17,31
"LOC100284195",79,312,12,133
"LOC103634525",38,260,7,43
"LOC542509",1463,953,1491,1600
"LOC107648854",7,2,3,15
"LOC100273261",556,245,888,1047
"LOC100283165",0,0,0,0
"LOC100284884",0,0,0,0
"LOC100273164",9,8,6,16
"LOC100191914",67,229,264,38
"LOC103644605",0,3,2,0
"LOC100304323",128,118,130,142
"LOC103644606",0,0,0,0
"LOC100279563",188,315,526,163
"LOC100192533",346,133,206,237
"LOC103634528",0,1,0,0
"LOC100381956",36,25,12,25
"LOC109943616",2,3,8,0
"LOC100284553",244,24,33,470
"LOC118473574",5,5,4,45
"LOC100277630",102,15,7,61
"LOC100283699",46,16,70,84
"LOC100501075",3502,2871,1545,103
"LOC100193341",11,3,7,5
"LOC103634532",0,1,3,0
"LOC103634535",0,0,0,0
"LOC118473584",0,0,0,0
"P",0,0,0,0
"LOC118473585",0,0,0,0
"LOC118473583",0,0,0,0
"LOC103644608",0,0,0,0
"LOC109943268",0,0,0,0
"LOC118473580",0,0,0,0
"LOC109943270",0,0,0,0
"LOC103634540",0,0,0,0
"LOC103634544",0,0,0,0
"LOC103643649",3,0,0,5
"LOC100278949",0,0,0,6
"LOC103634545",41,50,104,22
"LOC103634546",0,0,0,0
"LOC103634547",889,159,462,879
"LOC100192824",200,617,487,122
"LOC100191849",570,796,981,708
"LOC103634550",24,76,32,24
"LOC111589255",0,0,3,0
"LOC103634551",1,0,0,0
"LOC100274762",40,3,0,24
"LOC103634552",0,0,0,0
"LOC103634553",8,23,4,3
"LOC118473597",0,0,0,0
"LOC111590588",0,0,0,0
"LOC103634556",0,0,0,0
"LOC103644611",0,0,0,0
"LOC103644612",0,0,0,0
"LOC103634557",1858,1069,1535,4147
"LOC103644613",0,0,0,0
"LOC109943617",0,0,0,0
"LOC103644614",0,0,0,0
"LOC100275347",384,181,315,622
"LOC118473606",2631,1384,5089,8406
"LOC118473608",56,8,27,10
"LOC103634563",0,19,33,0
"LOC541637",3,27,32,0
"LOC109943618",0,0,0,0
"LOC100276515",0,0,0,0
"LOC541955",268,97,163,520
"TRNAK-UUU_1",0,0,0,0
"TRNAQ-CUG",0,0,0,0
"LOC103644615",0,0,0,0
"LOC103634565",1418,1113,1123,1284
"LOC103634566",431,373,705,927
"LOC100384293",621,553,498,481
"LOC103634567",102,93,95,186
"LOC111590589",0,0,0,0
"LOC103634569",0,0,0,0
"LOC111828497",1239,1636,2357,1716
"LOC100273099",550,281,254,511
"LOC103634573",0,0,0,0
"LOC100383702",839,314,522,2274
"LOC103634574",0,0,0,0
"LOC100384468",0,0,2,0
"LOC103634575",0,35,47,32
"LOC100126935",478,242,372,742
"LOC100283153",325,210,363,1147
"LOC103634577",520,359,464,801
"LOC103634578",275,166,59,79
"LOC112694755",0,15,32,0
"LOC100280294",0,9,1,0
"LOC111590713",0,0,0,0
"LOC118471883",1062,1407,1715,1508
"LOC118476198",0,0,0,0
"LOC118473617",217,207,408,131
"LOC100274900",67,320,162,65
"LOC100285005",1712,973,1322,2126
"LOC100384463",0,0,6,0
"LOC100285931",318,128,199,438
"LOC100217081",106,21,109,283
"LOC107548108",111,17,12,141
"LOC100191798",745,558,1010,1344
"LOC100286236",896,909,1659,2017
"LOC100500995",1,0,0,0
"LOC103634581",189,104,216,286
"LOC103634582",0,0,0,0
"LOC100193954",0,0,0,0
"LOC100274036",68,110,33,110
"LOC606403",126,33,108,31
"LOC103634583",0,10,16,29
"LOC100274089",1246,512,640,1433
"LOC103634584",62,26,84,83
"LOC118473625",13,2,0,0
"TRNAA-CGC",0,0,0,0
"LOC103634586",313,314,354,475
"LOC103634587",0,0,0,0
"LOC100277702",0,0,2,0
"LOC542420",4752,2767,2875,2642
"LOC100281467",10214,9307,13505,10307
"LOC100277223",199,582,751,480
"LOC542646",219,65,72,289
"LOC103634588",1077,1021,1332,1828
"LOC100193660",49,21,24,25
"LOC100283207",1019,315,484,628
"LOC109943418",157,299,179,101
"LOC100193974",4,14,12,11
"LOC103642818",0,0,0,0
"LOC103643067",771,644,637,1139
"LOC100382001",1149,858,1188,1094
"LOC100280812",677,1291,1949,632
"LOC542474",2028,784,945,1599
"LOC100278566",349,359,909,1172
"LOC111590755",0,0,0,0
"LOC111590735",0,0,0,0
"LOC111590734",0,0,0,0
"LOC103634598",511,452,379,608
"LOC103634597",4,1,3,0
"LOC103634596",14,20,9,34
"LOC100502212",0,0,5,4
"LOC100283111",277,292,301,272
"LOC100502493",0,3,14,2
"LOC100281637",12,31,12,0
"LOC100285672",6847,3673,5124,6839
"LOC103634594",215,270,352,126
"LOC100216694",44,11,9,4
"LOC100276044",617,265,356,777
"LOC100276135",16,8,10,28
"LOC103634592",19,1,5,0
"LOC103634591",0,0,0,0
"LOC103634590",46,28,3,37
"LOC103634601",311,478,162,48
"LOC100501310",2,17,1,0
"LOC100383259",398,250,242,541
"LOC100191145",72,102,97,400
"LOC100193767",214,161,345,324
"LOC103634602",4327,1856,1705,1291
"LOC100274379",2969,277,2053,24106
"LOC103634603",2480,111,110,1031
"LOC103634605",1,0,0,0
"LOC100273928",217,78,225,515
"LOC100194062",0,16,43,17
"LOC103644626",2,0,0,0
"LOC103634607",52,10,19,40
"LOC103634608",153,111,85,115
"LOC100384253",44,170,192,288
"LOC100501706",22,13,18,16
"LOC100382229",386,152,65,32
"LOC100278369",80,66,73,182
"LOC103644627",1,1,0,0
"LOC103644628",0,0,0,0
"LOC109943620",0,0,0,0
"LOC100382084",1107,629,643,1351
"LOC100382824",0,0,0,0
"LOC109939273",0,0,0,0
"LOC100280001",33,35,52,74
"LOC103634611",0,11,3,54
"LOC103644630",0,0,0,0
"LOC100193255",412,1247,1279,1063
"LOC100382070",8705,10685,6861,1287
"LOC103634612",99,80,71,115
"CYP714B3",7,17,9,1
"LOC118474045",0,16,6,0
"LOC100191594",294,195,338,266
"LOC103634613",1370,623,1140,2238
"LOC103634614",14,14,4,42
"LOC100193826",1154,708,804,1621
"LOC109943621",0,0,1,0
"LOC100273146",1214,1010,953,1601
"LOC100382395",69,90,64,60
"LOC100192998",288,187,226,536
"LOC103634615",1541,733,1227,1649
"LOC103634616",211,74,184,346
"LOC100274007",3100,3411,4921,2238
"LOC100282096",438,285,372,502
"LOC111590690",5,0,0,0
"LOC111590692",0,0,0,0
"LOC111590689",8,0,0,0
"LOC100282043",422,2148,2331,1327
"LOC100273759",1693,941,857,1863
"SOL",261,333,170,156
"LOC100274759",19,78,32,10
"LOC100383379",148,41,29,76
"LOC100279825",770,374,733,990
"LOC109941083",0,0,0,0
"LOC103634617",1056,789,506,895
"LOC100304322",0,2,5,0
"LOC103634618",34,37,54,59
"LOC100192957",20,39,68,113
"LOC100191659",257,329,771,791
"LOC100280650",10,0,0,20
"TRNAK-UUU_2",0,0,4,0
"LOC100286334",478,711,958,547
"LOC100193297",351,396,573,880
"LOC100304391",620,461,709,596
"LOC100285514",29,9,11,43
"LOC103634619",0,0,0,0
"LOC100279541",428,798,861,206
"LOC542606",438,703,920,1550
"LOC100280494",734,66,390,3189
"TRNAS-UGA",0,0,1,0
"LOC100193430",77,104,268,365
"LOC100216770",56,137,98,9
"LOC103634620",0,0,0,0
"LOC103634621",0,0,0,0
"TRNAG-CCC",0,0,0,0
"LOC100279249",0,8,16,0
"LOC100279871",2110,462,707,1677
"LOC103634624",0,0,0,0
"LOC103634623",1259,165,121,1555
"LOC103634625",0,0,0,1
"LOC103634626",21,0,4,0
"LOC103634627",0,0,0,0
"LOC542091",681,126,159,1528
"LOC109943622",12,4,4,18
"LOC103644640",0,0,0,0
"LOC100283117",391,245,406,431
"LOC103634629",833,1156,1194,1199
"LOC103634631",0,0,0,0
"LOC103634632",0,2,0,0
"LOC109941094",0,0,0,0
"LOC103634637",0,5,14,2
"LOC107521950",3,47,76,46
"LOC100278758",150,113,164,350
"LOC103634644",197,18,7,22
"LOC100191792",581,189,265,2401
"LOC103644641",0,0,1,0
"LOC103634659",57,41,42,31
"LOC103634670",312,90,282,343
"LOC100192113",1393,2435,3044,2437
"LOC100274446",597,370,434,732
"LOC100277625",0,3,2,63
"LOC103634688",0,0,0,0
"LOC103634697",0,0,0,0
"LOC103634716",0,0,0,0
"LOC109943623",0,5,2,0
"LOC103634723",0,0,0,0
"LOC100283868",388,140,219,549
"LOC103644643",0,0,0,0
"LOC103634735",4038,3182,3628,3607
"LOC100282645",399,277,321,810
"LOC100283268",0,0,0,0
"LOC100283409",2,16,15,7
"LOC542449",203,64,136,249
"LOC103634741",0,0,1,0
"LOC100274577",0,0,0,0
"LOC118474591",11,2,0,0
"LOC103634750",3557,2109,4089,3219
"LOC100277920",582,227,291,811
"LOC103634765",106,79,88,88
"LOC100384700",680,290,620,978
"LOC103644647",69,8,30,104
"LOC100217087",0,0,0,0
"LOC103644648",0,0,0,0
"LOC103634801",0,0,0,0
"LOC103634809",0,0,0,0
"LOC103634817",12,17,48,150
"LOC100217227",14,31,83,48
"LOC100273678",0,0,20,0
"LOC100193819",136,53,40,230
"LOC100272854",260,205,503,1142
"LOC103634826",274,121,248,453
"LOC100281653",337,46,74,59
"LOC100384739",314,121,261,238
"LOC103634860",0,0,0,0
"LOC100383648",1262,1097,2011,2351
"LOC100273629",27,23,53,151
"LOC100281890",11,85,118,187
"LOC103634874",0,1,4,0
"LOC542127",6489,3255,3765,7465
"LOC103644650",7,36,10,0
"LOC118474734",0,2,2,0
"LOC111590591",0,0,0,0
"LOC103634881",0,0,0,0
"LOC103634892",0,0,0,0
"LOC103634909",0,1,0,0
"LOC103644651",0,0,0,0
"LOC100284904",18067,15662,20335,6357
"LOC100282475",1076,486,754,711
"LOC109943420",0,0,0,0
"LOC111590592",0,0,0,0
"LOC542722",1821,348,1108,1162
"TRNAP-UGG",0,0,0,0
"LOC103634922",0,0,0,5
"LOC100282564",880,407,655,735
"LOC100283975",249,63,246,309
"LOC100283854",744,321,996,1283
"LOC103634945",1510,1177,1535,1533
"LOC109943626",0,0,0,0
"LOC100273344",226,585,423,331
"LOC100382263",0,0,0,0
"LOC100304075",0,0,0,0
"LOC100279862",275,195,283,685
"LOC100192048",180,84,96,207
"LOC103634953",28,39,100,22
"LOC100278306",168,26,20,79
"LOC103634963",14,7,17,10
"LOC112163586",0,0,2,0
"LOC103634972",0,0,0,0
"LOC732834",0,368,250,6
"LOC103634981",677,381,366,654
"LOC103634991",1777,762,637,628
"LOC100191377",66,11,63,102
"LOC109943421",16,36,68,214
"LOC103644657",0,0,0,0
"LOC100285964",591,2136,2814,945
"LOC100284357",144,114,78,264
"LOC100170243",48,24,39,191
"LOC103635027",53,54,38,109
"LOC100277863",54,45,77,130
"LOC101027188",15,11,4,12
"LOC100283175",287,226,176,577
